Date,Revenue,Gross Profit,Type
2012-09-01,6.0,3.0,Accessories
2012-09-01,0.0,0.0,Aquaponic vegetables
2012-09-01,0.0,0.0,Australian beef
2012-09-01,0.0,0.0,Baking mix
2012-09-01,0.0,0.0,Baking products
2012-09-01,0.0,0.0,Baking supplments
2012-09-01,0.0,0.0,Beef
2012-09-01,0.0,0.0,Beverages
2012-09-01,0.0,0.0,Books
2012-09-01,0.0,0.0,Bread
2012-09-01,0.0,0.0,Bread&Bakry
2012-09-01,0.0,0.0,Bundles
2012-09-01,0.0,0.0,Cereal
2012-09-01,0.0,0.0,Cereals & Snacks
2012-09-01,0.0,0.0,Chemical free beef
2012-09-01,0.0,0.0,Chemical free fruits
2012-09-01,0.0,0.0,Chemical free poultry
2012-09-01,0.0,0.0,Chemical free produce
2012-09-01,0.0,0.0,Chemical free vegetables
2012-09-01,0.0,0.0,Chocolate
2012-09-01,123.13,18.73,Condiments
2012-09-01,0.0,0.0,Cookies
2012-09-01,171.45,35.44,Cosmetics
2012-09-01,0.0,0.0,Crackers
2012-09-01,0.0,0.0,Delivery
2012-09-01,1202.16,360.43,Dried Fruits & Nuts
2012-09-01,0.0,0.0,Dried fruits
2012-09-01,0.0,0.0,Eggs
2012-09-01,694.2,216.2,Fish
2012-09-01,0.0,0.0,Flour
2012-09-01,0.0,0.0,Food Supplements
2012-09-01,0.0,0.0,Food supplements
2012-09-01,7649.84,1608.99008,Fresh Beef & Poultry
2012-09-01,2433.67,558.36,Fresh Produce
2012-09-01,0.0,0.0,Fresh beef
2012-09-01,0.0,0.0,Fresh fruits
2012-09-01,0.0,0.0,Fresh fruits and vegetables
2012-09-01,0.0,0.0,Fresh poultry
2012-09-01,0.0,0.0,Fresh veal
2012-09-01,0.0,0.0,Fresh vegetables
2012-09-01,0.0,0.0,Frozen
2012-09-01,0.0,0.0,Frozen fruits
2012-09-01,0.0,0.0,Fruits
2012-09-01,0.0,0.0,Fruits & Vegetables
2012-09-01,660.0,660.0,General
2012-09-01,0.0,0.0,Gluten free baking
2012-09-01,0.0,0.0,Grains
2012-09-01,977.15,136.65,Grains & Cereal
2012-09-01,0.0,0.0,Healthy & Supper food juices
2012-09-01,0.0,0.0,Herb
2012-09-01,54.05,14.05,Herbal Drinks
2012-09-01,0.0,0.0,Herbal pharmacy
2012-09-01,0.0,0.0,Herbs
2012-09-01,0.0,0.0,Herbs and spices
2012-09-01,0.0,0.0,Home appliance
2012-09-01,0.0,0.0,Honey
2012-09-01,133.95,42.45,Honey & Sweeteners
2012-09-01,0.0,0.0,Jam
2012-09-01,0.0,0.0,Jams and Spreads
2012-09-01,0.0,0.0,Japanese cuisine
2012-09-01,0.0,0.0,Juices
2012-09-01,0.0,0.0,Lamb
2012-09-01,0.0,0.0,Milk
2012-09-01,0.0,0.0,No Type
2012-09-01,0.0,0.0,Non-dairy milk
2012-09-01,0.0,0.0,Nut butter
2012-09-01,0.0,0.0,Nuts
2012-09-01,0.0,0.0,Nuts & Dried Fruits
2012-09-01,0.0,0.0,Oil
2012-09-01,0.0,0.0,Oil & Vinegar
2012-09-01,0.0,0.0,Oils
2012-09-01,0.0,0.0,Organic fresh fruits & vegetables
2012-09-01,0.0,0.0,Organic herbs
2012-09-01,0.0,0.0,Pasta
2012-09-01,0.0,0.0,Paste
2012-09-01,0.0,0.0,Poultry
2012-09-01,0.0,0.0,Prepared food
2012-09-01,0.0,0.0,Rice
2012-09-01,0.0,0.0,Rice & Pasta
2012-09-01,0.0,0.0,Ricenpasta
2012-09-01,0.0,0.0,Sauces
2012-09-01,0.0,0.0,Sea Food
2012-09-01,202.83,42.98,Seeds
2012-09-01,0.0,0.0,Snacks
2012-09-01,0.0,0.0,Soda
2012-09-01,291.5,44.0,Soy Products
2012-09-01,0.0,0.0,Spices
2012-09-01,2041.61,398.43,Super foods
2012-09-01,0.0,0.0,Sweeteners
2012-09-01,0.0,0.0,Tea
2012-09-01,0.0,0.0,Teas & Herbs
2012-09-01,0.0,0.0,Veal
2012-09-01,0.0,0.0,Vegetable
2012-09-01,0.0,0.0,Vegetables
2012-09-01,0.0,0.0,Vinegar
2012-09-01,0.0,0.0,Whole sale
2012-09-01,0.0,0.0,cheese
2012-09-01,0.0,0.0,cosmetics
2012-09-01,0.0,0.0,milk
2012-09-01,0.0,0.0,organic dried fruits
2012-09-01,0.0,0.0,pickles
2012-09-01,0.0,0.0,spreads
2012-09-01,0.0,0.0,whole grain
2012-10-01,35.0,14.85,Accessories
2012-10-01,0.0,0.0,Aquaponic vegetables
2012-10-01,0.0,0.0,Australian beef
2012-10-01,0.0,0.0,Baking mix
2012-10-01,0.0,0.0,Baking products
2012-10-01,0.0,0.0,Baking supplments
2012-10-01,0.0,0.0,Beef
2012-10-01,0.0,0.0,Beverages
2012-10-01,0.0,0.0,Books
2012-10-01,0.0,0.0,Bread
2012-10-01,0.0,0.0,Bread&Bakry
2012-10-01,0.0,0.0,Bundles
2012-10-01,0.0,0.0,Cereal
2012-10-01,0.0,0.0,Cereals & Snacks
2012-10-01,0.0,0.0,Chemical free beef
2012-10-01,0.0,0.0,Chemical free fruits
2012-10-01,0.0,0.0,Chemical free poultry
2012-10-01,50.7,11.7,Chemical free produce
2012-10-01,0.0,0.0,Chemical free vegetables
2012-10-01,0.0,0.0,Chocolate
2012-10-01,188.34,26.34,Condiments
2012-10-01,0.0,0.0,Cookies
2012-10-01,501.34,141.16,Cosmetics
2012-10-01,0.0,0.0,Crackers
2012-10-01,0.0,0.0,Delivery
2012-10-01,1781.84,491.96,Dried Fruits & Nuts
2012-10-01,0.0,0.0,Dried fruits
2012-10-01,0.0,0.0,Eggs
2012-10-01,914.73,264.63,Fish
2012-10-01,0.0,0.0,Flour
2012-10-01,0.0,0.0,Food Supplements
2012-10-01,0.0,0.0,Food supplements
2012-10-01,7957.31002,1525.49002,Fresh Beef & Poultry
2012-10-01,3174.37,705.03,Fresh Produce
2012-10-01,0.0,0.0,Fresh beef
2012-10-01,0.0,0.0,Fresh fruits
2012-10-01,0.0,0.0,Fresh fruits and vegetables
2012-10-01,0.0,0.0,Fresh poultry
2012-10-01,0.0,0.0,Fresh veal
2012-10-01,0.0,0.0,Fresh vegetables
2012-10-01,0.0,0.0,Frozen
2012-10-01,0.0,0.0,Frozen fruits
2012-10-01,0.0,0.0,Fruits
2012-10-01,0.0,0.0,Fruits & Vegetables
2012-10-01,790.0,790.0,General
2012-10-01,0.0,0.0,Gluten free baking
2012-10-01,0.0,0.0,Grains
2012-10-01,1904.37,272.57,Grains & Cereal
2012-10-01,0.0,0.0,Healthy & Supper food juices
2012-10-01,0.0,0.0,Herb
2012-10-01,177.4,41.04,Herbal Drinks
2012-10-01,0.0,0.0,Herbal pharmacy
2012-10-01,0.0,0.0,Herbs
2012-10-01,0.0,0.0,Herbs and spices
2012-10-01,0.0,0.0,Home appliance
2012-10-01,0.0,0.0,Honey
2012-10-01,510.0,227.22,Honey & Sweeteners
2012-10-01,0.0,0.0,Jam
2012-10-01,0.0,0.0,Jams and Spreads
2012-10-01,0.0,0.0,Japanese cuisine
2012-10-01,0.0,0.0,Juices
2012-10-01,0.0,0.0,Lamb
2012-10-01,0.0,0.0,Milk
2012-10-01,0.0,0.0,No Type
2012-10-01,0.0,0.0,Non-dairy milk
2012-10-01,0.0,0.0,Nut butter
2012-10-01,0.0,0.0,Nuts
2012-10-01,0.0,0.0,Nuts & Dried Fruits
2012-10-01,0.0,0.0,Oil
2012-10-01,0.0,0.0,Oil & Vinegar
2012-10-01,0.0,0.0,Oils
2012-10-01,0.0,0.0,Organic fresh fruits & vegetables
2012-10-01,0.0,0.0,Organic herbs
2012-10-01,0.0,0.0,Pasta
2012-10-01,0.0,0.0,Paste
2012-10-01,0.0,0.0,Poultry
2012-10-01,0.0,0.0,Prepared food
2012-10-01,0.0,0.0,Rice
2012-10-01,0.0,0.0,Rice & Pasta
2012-10-01,0.0,0.0,Ricenpasta
2012-10-01,0.0,0.0,Sauces
2012-10-01,0.0,0.0,Sea Food
2012-10-01,197.61,26.36,Seeds
2012-10-01,0.0,0.0,Snacks
2012-10-01,0.0,0.0,Soda
2012-10-01,513.7,98.2,Soy Products
2012-10-01,0.0,0.0,Spices
2012-10-01,2697.89,498.35,Super foods
2012-10-01,0.0,0.0,Sweeteners
2012-10-01,0.0,0.0,Tea
2012-10-01,0.0,0.0,Teas & Herbs
2012-10-01,0.0,0.0,Veal
2012-10-01,0.0,0.0,Vegetable
2012-10-01,0.0,0.0,Vegetables
2012-10-01,0.0,0.0,Vinegar
2012-10-01,0.0,0.0,Whole sale
2012-10-01,0.0,0.0,cheese
2012-10-01,0.0,0.0,cosmetics
2012-10-01,0.0,0.0,milk
2012-10-01,0.0,0.0,organic dried fruits
2012-10-01,0.0,0.0,pickles
2012-10-01,0.0,0.0,spreads
2012-10-01,0.0,0.0,whole grain
2012-11-01,32.0,13.35,Accessories
2012-11-01,0.0,0.0,Aquaponic vegetables
2012-11-01,0.0,0.0,Australian beef
2012-11-01,0.0,0.0,Baking mix
2012-11-01,0.0,0.0,Baking products
2012-11-01,0.0,0.0,Baking supplments
2012-11-01,0.0,0.0,Beef
2012-11-01,0.0,0.0,Beverages
2012-11-01,0.0,0.0,Books
2012-11-01,0.0,0.0,Bread
2012-11-01,0.0,0.0,Bread&Bakry
2012-11-01,0.0,0.0,Bundles
2012-11-01,0.0,0.0,Cereal
2012-11-01,0.0,0.0,Cereals & Snacks
2012-11-01,0.0,0.0,Chemical free beef
2012-11-01,0.0,0.0,Chemical free fruits
2012-11-01,0.0,0.0,Chemical free poultry
2012-11-01,1552.73,310.53,Chemical free produce
2012-11-01,0.0,0.0,Chemical free vegetables
2012-11-01,0.0,0.0,Chocolate
2012-11-01,282.51,40.41,Condiments
2012-11-01,0.0,0.0,Cookies
2012-11-01,777.0,197.48,Cosmetics
2012-11-01,0.0,0.0,Crackers
2012-11-01,0.0,0.0,Delivery
